bald	soon	Alltag	Andere
der Balkon	balcony	Wohnen	Nomen
der Ball	ball	Freizeit	Nomen
die Banane	banana	Essen	Nomen
die Band	band	Freizeit	Nomen
die Bank	bank (financial institution)	Alltag	Nomen
die Bank	bench	Alltag	Nomen
bar	in cash / cash	Einkaufen	Adjektiv
der Basketball	basketball	Freizeit	Nomen
basteln	to do handicrafts / to make by hand	Freizeit	Verb
der Bauch	stomach / belly	Gesundheit	Nomen
bauen	to build	Wohnen	Verb
der Baum	tree	Alltag	Nomen
die Baustelle	construction site	Alltag	Nomen
beantworten	to answer	Lernen	Verb
bedeuten	to mean	Lernen	Verb
beenden	to finish / to end	Lernen	Verb
beginnen	to begin / to start	Alltag	Verb
begründen	to justify / to give reasons for	Lernen	Verb
bei	at / near / with	Alltag	Andere
beide	both	Alltag	Andere
das Bein	leg	Gesundheit	Nomen
bekannt	known / well-known / famous	Alltag	Adjektiv
bekommen	to get / to receive	Alltag	Verb
beliebt	popular	Freizeit	Adjektiv
benutzen	to use	Alltag	Verb
bequem	comfortable	Wohnen	Adjektiv
beraten	to advise	Beruf	Verb
der Berg	mountain	Alltag	Nomen
berichten	to report	Alltag	Verb
der Beruf	profession / job / occupation	Beruf	Nomen
berühmt	famous	Alltag	Adjektiv
der Bescheid	decision / notification / answer	Alltag	Nomen
Bescheid bekommen	to be informed / to get notification	Alltag	Verb
Bescheid geben / sagen	to let someone know / to inform	Alltag	Verb
beschreiben	to describe	Alltag	Verb
besetzt	occupied / taken / engaged	Alltag	Adjektiv
besichtigen	to visit / to sightsee / to view	Reise	Verb
besonders	especially / particularly	Alltag	Andere
bestehen	to pass (an exam) / to consist of	Lernen	Verb
bestellen	to order	Essen	Verb
bestätigen	to confirm	Alltag	Verb
der Besuch	visit / visitors	Alltag	Nomen
besuchen	to visit	Alltag	Verb
das Bett	bed	Wohnen	Nomen
die Bewerbung	application	Beruf	Nomen
bewölkt	cloudy / overcast	Alltag	Adjektiv
bezahlen	to pay	Einkaufen	Verb
das Bier	beer	Essen	Nomen
das Bild	picture / image	Alltag	Nomen
billig	cheap / inexpensive	Einkaufen	Adjektiv
die Birne	pear	Essen	Nomen
bis	until / to / as far as	Alltag	Andere
bitte	please / you're welcome	Alltag	Andere
die Bitte	request	Alltag	Nomen
bitten	to ask / to request	Alltag	Verb
bitter	bitter	Essen	Adjektiv
das Blatt	leaf / sheet (of paper)	Lernen	Nomen
bleiben	to stay / to remain	Alltag	Verb
der Bleistift	pencil	Lernen	Nomen
der Blog	blog	Freizeit	Nomen
blond	blond / blonde	Alltag	Adjektiv
die Blume	flower	Alltag	Nomen
die Bluse	blouse	Einkaufen	Nomen
blöd	stupid / silly	Alltag	Adjektiv
die Bohne	bean	Essen	Nomen
braten	to fry / to roast	Essen	Verb
brauchen	to need	Alltag	Verb
der Brief	letter	Alltag	Nomen
die Briefmarke	postage stamp / stamp	Alltag	Nomen
die Brille	glasses / spectacles	Gesundheit	Nomen
bringen	to bring / to take	Alltag	Verb
das Brot	bread	Essen	Nomen
das Brötchen	bread roll / roll	Essen	Nomen
die Brücke	bridge	Alltag	Nomen
das Buch	book	Lernen	Nomen
buchen	to book	Reise	Verb
der Buchstabe	letter (of the alphabet)	Lernen	Nomen
buchstabieren	to spell	Lernen	Verb
bunt	colorful	Alltag	Adjektiv
der Bus	bus	Reise	Nomen
die Butter	butter	Essen	Nomen
die Bäckerei	bakery	Einkaufen	Nomen
böse	angry / mean / evil	Alltag	Adjektiv
das Büro	office	Beruf	Nomen
die Cafeteria	cafeteria	Essen	Nomen
das Café	café	Essen	Nomen
chatten	to chat (online)	Freizeit	Verb
der Chef	boss / manager	Beruf	Nomen
die Chefin	female boss / manager	Beruf	Nomen
der Club	club	Freizeit	Nomen
der Comic	comic / comic book	Freizeit	Nomen
der Computer	computer	Beruf	Nomen
die Creme	cream	Gesundheit	Nomen
da	there / over there	Alltag	Andere
da(r)- (z.B. darauf, darüber)	there- (e.g., on it, about it)	Alltag	Andere
dabei (sein)	to have with one / to be present	Alltag	Andere
dagegen sein	to be against it	Alltag	Verb
damals	back then / at that time	Alltag	Andere
die Dame	lady	Alltag	Nomen
daneben	next to it / beside it	Alltag	Andere
der Dank	thanks / gratitude	Alltag	Nomen
danke	thank you / thanks	Alltag	Andere
danken	to thank	Alltag	Verb
dann	then	Alltag	Andere
dass	that (conjunction)	Alltag	Andere
die Datei	file (computer)	Beruf	Nomen
das Datum	date	Alltag	Nomen
dauern	to last / to take (time)	Alltag	Verb
denken	to think	Alltag	Verb
denn	because / since / then	Alltag	Andere
der/die Bekannte	acquaintance	Alltag	Nomen
der/die Jugendliche	youth / young person / adolescent	Alltag	Nomen
deshalb	therefore / that is why	Alltag	Andere
deutlich	clear / clearly	Alltag	Adjektiv
dick	fat / thick	Alltag	Adjektiv
das Ding	thing	Alltag	Nomen
direkt	direct / directly	Alltag	Adjektiv
die Disco	disco	Freizeit	Nomen
die Disko	disco	Freizeit	Nomen
diskutieren	to discuss	Beruf	Verb
doch	yes (to a negative question) / however / yet	Alltag	Andere
das Dorf	village	Wohnen	Nomen
dort	there	Alltag	Andere
draußen	outside / outdoors	Alltag	Andere
dringend	urgent / urgently	Alltag	Adjektiv
drinnen	inside / indoors	Alltag	Andere
drucken	to print	Beruf	Verb
der Drucker	printer	Beruf	Nomen
drüben	over there	Alltag	Andere
drücken	to push / to press	Alltag	Verb
dumm	stupid / dumb	Alltag	Adjektiv
dunkel	dark	Alltag	Adjektiv
durch	through	Alltag	Andere
der Durst	thirst	Alltag	Nomen
die Dusche	shower	Wohnen	Nomen
dünn	thin / skinny	Alltag	Adjektiv
dürfen	may / to be allowed to	Alltag	Verb
das E-Book	e-book	Freizeit	Nomen
echt	real / genuine / really	Alltag	Adjektiv
die Ecke	corner	Alltag	Nomen
egal	equal / it doesn't matter	Alltag	Adjektiv
die Ehefrau	wife	Alltag	Nomen
der Ehepartner	spouse	Alltag	Nomen
das Ei	egg	Essen	Nomen
eigen-	own	Alltag	Adjektiv
eigentlich	actually / in fact	Alltag	Andere
eilig	in a hurry / urgent	Alltag	Adjektiv
ein bisschen	a little / a little bit	Alltag	Andere
ein paar	a few / a couple of	Alltag	Andere
einen Vorschlag haben / machen	to have / make a suggestion	Alltag	Verb
einfach	simple / easy / one-way	Alltag	Adjektiv
der Eingang	entrance	Alltag	Nomen
einig-	some / a few	Alltag	Andere
einkaufen	to shop / to buy groceries	Einkaufen	Verb
das Einkaufszentrum	shopping center / mall	Einkaufen	Nomen
einladen	to invite	Freizeit	Verb
die Einladung	invitation	Freizeit	Nomen
einmal	once / one time	Alltag	Andere
einpacken	to pack / to wrap	Einkaufen	Verb
einsteigen	to get in / to board	Reise	Verb
der Eintritt	admission / entry	Freizeit	Nomen
einverstanden	agreed	Alltag	Andere
einzel-	single / individual	Alltag	Andere
einziehen	to move in	Wohnen	Verb
das Eis	ice / ice cream	Essen	Nomen
die E-Mail	e-mail	Alltag	Nomen
empfehlen	to recommend	Alltag	Verb
der Empfänger	recipient / receiver	Alltag	Nomen
das Ende	end	Alltag	Nomen
enden	to end / to finish	Alltag	Verb
endlich	finally / at last	Alltag	Andere
eng	tight / narrow	Einkaufen	Adjektiv
entschuldigen	to excuse / to apologize	Alltag	Verb
die Entschuldigung	apology / excuse	Alltag	Nomen
die Erfahrung	experience	Beruf	Nomen
erklären	to explain	Lernen	Verb
erkältet sein	to have a cold	Gesundheit	Verb
erlauben	to allow / to permit	Alltag	Verb
die Erlaubnis	permission / permit	Alltag	Nomen
erlaubt sein	to be allowed / to be permitted	Alltag	Verb
erreichen	to reach	Beruf	Verb
erst	only / first / not until	Alltag	Andere
erzählen	to tell / to narrate	Alltag	Verb
essen	to eat	Essen	Verb
das Essen	food / meal	Essen	Nomen
etwas	something / anything / some	Alltag	Andere
das Fach	subject (school)	Lernen	Nomen
die Fahrkarte	ticket / travel ticket	Reise	Nomen
der Fahrplan	timetable / schedule	Reise	Nomen
fallen	to fall	Alltag	Verb
falsch	false / wrong	Alltag	Adjektiv
die Familie	family	Alltag	Nomen
der Familienname	family name / surname	Alltag	Nomen
der Fan	fan / supporter	Freizeit	Nomen
fantastisch	fantastic	Alltag	Adjektiv
die Farbe	color	Alltag	Nomen
fast	almost / nearly	Alltag	Andere
faul	lazy	Alltag	Adjektiv
fehlen	to be missing / to lack / to be absent	Alltag	Verb
der Fehler	mistake / error	Lernen	Nomen
die Feier	celebration / party	Freizeit	Nomen
der Feierabend / der Feiertag	end of work / public holiday	Beruf	Nomen
das Fenster	window	Wohnen	Nomen
die Ferien	vacations / holidays	Reise	Nomen
fernsehen	to watch TV	Freizeit	Verb
der Fernseher	television / TV set	Freizeit	Nomen
fertig	ready / finished	Alltag	Adjektiv
das Fest	festival / celebration / party	Freizeit	Nomen
das Festival	festival	Freizeit	Nomen
fett	fat / fatty / greasy	Essen	Adjektiv
das Fieber	fever	Gesundheit	Nomen
der Film	film / movie	Freizeit	Nomen
finden	to find / to think	Alltag	Verb
die Firma	company / firm	Beruf	Nomen
der Fisch	fish	Essen	Nomen
fit sein	to be fit	Gesundheit	Verb
die Flasche	bottle	Essen	Nomen
das Fleisch	meat	Essen	Nomen
fleißig	diligent / hard-working	Alltag	Adjektiv
fliegen	to fly	Reise	Verb
der Flohmarkt	flea market	Einkaufen	Nomen
der Flug	flight	Reise	Nomen
der Flughafen	airport	Reise	Nomen
das Flugzeug	airplane / plane	Reise	Nomen
der Fluss	river	Natur	Nomen
das Formular	form	Alltag	Nomen
das Foto	photo / picture	Freizeit	Nomen
fotografieren	to photograph / to take pictures	Freizeit	Verb
die Frage	question	Alltag	Nomen
fragen	to ask	Alltag	Verb
die Frau	woman / wife / Mrs.	Alltag	Nomen
frei	free / available	Alltag	Adjektiv
freiwillig	voluntary / voluntarily	Beruf	Adjektiv
die Freizeit	free time / leisure time	Freizeit	Nomen
fremd	foreign / strange / unknown	Alltag	Adjektiv
der Freund	friend / boyfriend	Alltag	Nomen
die Freundin	friend / girlfriend	Alltag	Nomen
freundlich	friendly	Alltag	Adjektiv
frisch	fresh	Essen	Adjektiv
froh	glad / happy	Alltag	Adjektiv
früh	early	Alltag	Adjektiv
früher	earlier / in the past	Alltag	Andere
frühstücken	to have breakfast	Essen	Verb
die Fundsachen	lost property / lost and found	Reise	Nomen
furchtbar	terrible / awful	Alltag	Adjektiv
der Fuß	foot	Gesundheit	Nomen
der Fußball	football / soccer	Freizeit	Nomen
der Führerschein	driver's license / driving license	Reise	Nomen
der Führerschein	driver's license / driving license	Reise	Nomen
die Führung	guided tour / tour	Reise	Nomen
für	for	Alltag	Andere
die Gabel	fork	Essen	Nomen
ganz	whole / entire / completely	Alltag	Adjektiv
die Garage	garage	Wohnen	Nomen
der Garten	garden	Wohnen	Nomen
der Gast	guest	Freizeit	Nomen
geben	to give / (es gibt = there is/are)	Alltag	Verb
geboren (sein)	to be born	Alltag	Verb
Geburts- (z.B. Geburtsjahr, Geburtsort)	birth- (e.g. birth year, birthplace)	Alltag	Andere
der Geburtstag	birthday	Alltag	Nomen
geehrt-	honored / dear (formal greeting)	Alltag	Adjektiv
gefallen	to please / to appeal to / to like	Alltag	Verb
gefährlich	dangerous	Alltag	Adjektiv
gegen	against / for (a remedy)	Alltag	Andere
das Gegenteil	opposite	Alltag	Nomen
gegenüber	opposite / across from	Alltag	Andere
das Gehalt	salary / pay	Beruf	Nomen
gehen	to go / to walk	Alltag	Verb
gehängt / gehangen (hängen)	hung (past participle)	Wohnen	Verb
gehören	to belong to	Alltag	Verb
das Geld	money	Einkaufen	Nomen
die Geldbörse	wallet / purse	Einkaufen	Nomen
das Gemüse	vegetables	Essen	Nomen
genau	exactly / exact	Alltag	Andere
genug	enough	Alltag	Andere
das Gepäck	luggage / baggage	Reise	Nomen
gerade	just / exactly / currently	Alltag	Andere
geradeaus	straight ahead	Reise	Andere
das Gericht	dish / meal	Essen	Nomen
gern	gladly / willingly / with pleasure	Alltag	Andere
das Gerät	device / appliance	Einkaufen	Nomen
das Geschenk	gift / present	Freizeit	Nomen
die Geschichte	story / history	Freizeit	Nomen
das Geschirr	dishes / tableware	Wohnen	Nomen
das Geschäft	shop / store / business	Einkaufen	Nomen
das Gesicht	face	Gesundheit	Nomen
das Gespräch	conversation / talk	Beruf	Nomen
gestern	yesterday	Alltag	Andere
gesund	healthy / well	Gesundheit	Adjektiv
die Gesundheit	health	Gesundheit	Nomen
das Getränk	drink / beverage	Essen	Nomen
gewesen (sein)	to be	Alltag	Verb
gewesen (sein)	to be	Alltag	Verb
gewinnen	to win	Freizeit	Verb
das Gewitter	thunderstorm	Natur	Nomen
(an/aus)gezogen	to put on / to take off / to move out	Wohnen	Verb
die Gitarre	guitar	Freizeit	Nomen
das Glas	glass	Essen	Nomen
glauben	to believe / to think	Alltag	Verb
gleich	right away / equal / same	Alltag	Andere
das Gleis	track / platform	Reise	Nomen
das Glück	luck / happiness	Alltag	Nomen
glücklich	happy / lucky	Alltag	Adjektiv
der Glückwunsch	congratulation	Alltag	Nomen
gratulieren	to congratulate	Alltag	Verb
grillen	to grill / to barbecue	Essen	Verb
die Grippe	flu / influenza	Gesundheit	Nomen
groß	big / large / tall	Alltag	Adjektiv
die Gruppe	group	Alltag	Nomen
der Gruß	greeting	Alltag	Nomen
die Größe	size / height	Einkaufen	Nomen
gut	good / well	Alltag	Adjektiv
gültig sein	to be valid	Alltag	Verb
günstig	cheap / favorable	Einkaufen	Adjektiv
das Haar	hair	Gesundheit	Nomen
haben	to have	Alltag	Verb
die Halle	hall	Alltag	Nomen
hallo	hello	Alltag	Andere
der Hals	neck / throat	Gesundheit	Nomen
halten	to hold / to stop	Reise	Verb
die Haltestelle	stop / bus stop / tram stop	Reise	Nomen
der Hamburger	hamburger	Essen	Nomen
die Hand	hand	Gesundheit	Nomen
das Handy	mobile phone / cell phone	Alltag	Nomen
hart	hard	Alltag	Adjektiv
das Haus	house	Wohnen	Nomen
der Haushalt	household / housework	Wohnen	Nomen
das Heft	notebook / exercise book	Alltag	Nomen
die Heimat	homeland / home country	Alltag	Nomen
heiraten	to marry / to get married	Alltag	Verb
die Heizung	heating / heater	Wohnen	Nomen
heiß	hot	Alltag	Adjektiv
heißen	to be called / to be named	Alltag	Verb
helfen	to help	Alltag	Verb
hell	bright / light	Alltag	Adjektiv
das Hemd	shirt	Einkaufen	Nomen
her / her-	here / towards here	Alltag	Andere
heraus / raus	out / outwards	Alltag	Andere
der Herd	stove / cooker	Wohnen	Nomen
herein / rein	come in / in	Alltag	Andere
der Herr	gentleman / Mr. / sir	Alltag	Nomen
herstellen	to produce / to manufacture	Beruf	Verb
herunterladen	to download	Freizeit	Verb
herzlich	cordial / sincere / warm	Alltag	Adjektiv
heute	today	Alltag	Andere
hier	here	Alltag	Andere
die Hilfe	help / assistance	Alltag	Nomen
der Himmel	sky / heaven	Natur	Nomen
hin	there / towards	Alltag	Andere
hinten	at the back / behind	Alltag	Andere
hinter	behind	Alltag	Andere
das Hobby	hobby	Freizeit	Nomen
hoch	high / tall	Alltag	Adjektiv
die Hochzeit	wedding	Alltag	Nomen
hoffen	to hope	Alltag	Verb
hoffentlich	hopefully	Alltag	Andere
holen	to get / to fetch	Alltag	Verb
die Homepage	homepage / website	Alltag	Nomen
die Hose	trousers / pants	Einkaufen	Nomen
das Hotel	hotel	Reise	Nomen
der Hund	dog	Natur	Nomen
der Hunger	hunger	Essen	Nomen
husten	to cough	Gesundheit	Verb
das Hähnchen	chicken	Essen	Nomen
hängen	to hang	Wohnen	Verb
hässlich	ugly	Alltag	Adjektiv
hören	to hear / to listen	Alltag	Verb
die Idee	idea	Alltag	Nomen
immer	always	Alltag	Andere
in	in / into	Alltag	Andere
informieren	to inform (oneself) (about)	Alltag	Verb
die Infotafel	board (e.g. information board)	Reise	Nomen
die Insel	island	Natur	Nomen
das Instrument	instrument	Freizeit	Nomen
intelligent	intelligent / smart	Alltag	Adjektiv
interessant	interesting	Alltag	Adjektiv
das Interesse	interest	Freizeit	Nomen
interessiert	interested	Alltag	Adjektiv
international	international	Alltag	Adjektiv
das Internet	internet	Freizeit	Nomen
das Interview	interview	Freizeit	Nomen
ja	yes	Alltag	Andere
die Jacke	jacket	Einkaufen	Nomen
die Jeans	jeans	Einkaufen	Nomen
jeder	every / each	Alltag	Andere
jemand	someone / somebody	Alltag	Andere
jetzt	now	Alltag	Andere
der Job	job / work	Beruf	Nomen
joggen	to jog	Freizeit	Verb
die Jugendherberge	youth hostel	Reise	Nomen
jung	young	Alltag	Adjektiv
der Junge	boy	Alltag	Nomen
der Kaffee	coffee	Essen	Nomen
der Kalender	calendar	Alltag	Nomen
kalt	cold	Natur	Adjektiv
die Kamera	camera	Freizeit	Nomen
kaputt	broken	Alltag	Adjektiv
die Karte	card / ticket / menu	Essen	Nomen
die Kartoffel	potato	Essen	Nomen
die Kasse	cash register / checkout	Einkaufen	Nomen
die Kasse	checkout / cash register	Einkaufen	Nomen
die Katze	cat	Natur	Nomen
kaufen	to buy	Einkaufen	Verb
das Kaufhaus	department store	Einkaufen	Nomen
kein	no / not any	Alltag	Andere
der Keller	basement / cellar	Wohnen	Nomen
kennen	to know / to be familiar with	Alltag	Verb
kennenlernen	to get to know / to meet	Alltag	Verb
die Kette	chain / necklace	Einkaufen	Nomen
das Kind	child	Alltag	Nomen
das Kino	cinema / movie theater	Freizeit	Nomen
der Kiosk	kiosk / newsstand	Einkaufen	Nomen
die Kirche	church	Alltag	Nomen
klappen	to work out / to go smoothly	Alltag	Verb
klar	clear / of course	Alltag	Andere
das Klavier	piano	Freizeit	Nomen
das Kleid	dress	Einkaufen	Nomen
die Kleidung	clothing / clothes	Einkaufen	Nomen
klein	small / little	Alltag	Adjektiv
der Klub	club	Freizeit	Nomen
klug	smart / clever	Alltag	Adjektiv
kochen	to cook / to boil	Essen	Verb
der Koffer	suitcase	Reise	Nomen
der Kollege	colleague (male)	Beruf	Nomen
die Kollegin	colleague (female)	Beruf	Nomen
komisch	funny / strange / weird	Alltag	Adjektiv
kommen	to come	Alltag	Verb
der Kontakt	contact	Alltag	Nomen
das Konto	account / bank account	Alltag	Nomen
kontrollieren	to control / to check	Reise	Verb
das Konzert	concert	Freizeit	Nomen
der Kopf	head	Gesundheit	Nomen
die Kosmetik	cosmetics	Gesundheit	Nomen
kosten	to cost	Einkaufen	Verb
kostenlos	free / free of charge	Einkaufen	Adjektiv
krank	sick / ill	Gesundheit	Adjektiv
das Krankenhaus	hospital	Gesundheit	Nomen
die Krankenkasse	health insurance (company) / health fund	Gesundheit	Nomen
die Krankheit	illness / disease	Gesundheit	Nomen
der Kredit	credit / loan	Alltag	Nomen
die Kreuzung	intersection / crossroads	Reise	Nomen
kriegen	to get / to receive	Alltag	Verb
der Krimi	thriller / crime novel / crime film	Freizeit	Nomen
der Kuchen	cake	Essen	Nomen
die Kultur	culture	Freizeit	Nomen
der Kunde	customer (male)	Einkaufen	Nomen
die Kundin	customer (female)	Einkaufen	Nomen
die Kunst	art	Freizeit	Nomen
der Kurs	course / class	Ausbildung	Nomen
kurz	short / brief	Alltag	Adjektiv
der Käse	cheese	Essen	Nomen
können	can / to be able to	Alltag	Verb
der Körper	body	Gesundheit	Nomen
die Küche	kitchen	Wohnen	Nomen
kühl	cool / chilly	Natur	Adjektiv
der Kühlschrank	refrigerator / fridge	Wohnen	Nomen
lachen	to laugh	Alltag	Verb
der Laden	shop / store	Einkaufen	Nomen
die Lampe	lamp	Wohnen	Nomen
das Land	country / land / countryside	Natur	Nomen
lang	long	Alltag	Adjektiv
lange	for a long time / long	Alltag	Andere
langsam	slow / slowly	Alltag	Adjektiv
langweilig	boring	Alltag	Adjektiv
der/das Laptop	laptop	Beruf	Nomen
lassen	to let / to leave	Alltag	Verb
laufen	to walk / to run	Freizeit	Verb
laut	loud / loudly	Alltag	Adjektiv
leben	to live	Alltag	Verb
das Leben	life	Alltag	Nomen
die Lebensmittel (Pl.)	groceries / food	Essen	Nomen
leer	empty	Alltag	Adjektiv
legen	to lay / to put	Alltag	Verb
leicht	light / easy	Alltag	Adjektiv
leider	unfortunately	Alltag	Andere
leidtun / leid tun	to be sorry	Alltag	Verb
leihen	to lend / to borrow	Einkaufen	Verb
leise	quiet / softly	Alltag	Adjektiv
lernen	to learn / to study	Ausbildung	Verb
lesen	to read	Ausbildung	Verb
letzt-	last	Alltag	Andere
die Leute	people	Alltag	Nomen
das Licht	light	Wohnen	Nomen
lieb- / lieber	dear / lovely / rather (prefer)	Alltag	Andere
lieben	to love	Alltag	Verb
Lieblings-	favorite	Alltag	Andere
das Lied	song	Freizeit	Nomen
liefern	to deliver	Einkaufen	Verb
liegen	to lie / to be situated	Wohnen	Verb
der Link	link (internet)	Alltag	Nomen
links	left / on the left	Reise	Andere
das Lokal	pub / restaurant / bar	Essen	Nomen
die Lust	desire / mood / fancy	Alltag	Nomen
lustig	funny	Alltag	Adjektiv
der Löffel	spoon	Essen	Nomen
die Lüge	lie	Alltag	Nomen
lügen	to lie	Alltag	Verb
machen	to do / to make	Alltag	Verb
der Magen	stomach	Gesundheit	Nomen
die Mailbox	voicemail / mailbox	Alltag	Nomen
mal / das Mal	time / times (e.g., once, this time) / just	Alltag	Andere
malen	to paint / to draw	Freizeit	Verb
man	one / you / people (in general)	Alltag	Andere
manch-	some / many a	Alltag	Andere
manchmal	sometimes	Alltag	Andere
der Mann	man / husband	Alltag	Nomen
der Mantel	coat / overcoat	Einkaufen	Nomen
der Markt	market	Einkaufen	Nomen
die Maschine	machine	Wohnen	Nomen
das Meer	sea / ocean	Natur	Nomen
mehr	more	Alltag	Andere
meinen	to mean / to think	Alltag	Verb
die Meinung	opinion	Alltag	Nomen
meist-	most	Alltag	Andere
die Menge	amount / quantity / lot	Alltag	Nomen
der Mensch	human / person	Alltag	Nomen
merken	to notice / to remember	Alltag	Verb
die Messe	trade fair / exhibition	Beruf	Nomen
das Messer	knife	Essen	Nomen
die Miete	rent	Wohnen	Nomen
mieten	to rent / to hire	Wohnen	Verb
die Milch	milk	Essen	Nomen
mindestens	at least	Alltag	Andere
das Mineralwasser	mineral water	Essen	Nomen
mit	with	Alltag	Andere
der Mitarbeiter	employee / co-worker	Beruf	Nomen
mitbringen	to bring along	Alltag	Verb
mitkommen	to come along	Freizeit	Verb
das Mittagessen	lunch	Essen	Nomen
die Mitte	middle / center	Alltag	Nomen
das Mittel	remedy / medicine / means	Gesundheit	Nomen
das Mobiltelefon	mobile phone / cell phone	Alltag	Nomen
die Mode	fashion	Einkaufen	Nomen
modern	modern	Alltag	Adjektiv
der Moment	moment	Alltag	Nomen
morgen	tomorrow	Alltag	Andere
der Motor	engine / motor	Reise	Nomen
der Motorroller	scooter / motor scooter	Reise	Nomen
der Mund	mouth	Gesundheit	Nomen
das Museum	museum	Freizeit	Nomen
die Musik	music	Freizeit	Nomen
das Mädchen	girl	Alltag	Nomen
männlich	male / masculine	Alltag	Adjektiv
die Möbel	furniture	Wohnen	Nomen
möchten	would like	Alltag	Verb
mögen	to like	Alltag	Verb
möglich	possible	Alltag	Adjektiv
müde	tired	Gesundheit	Adjektiv
der Müll	garbage / trash / rubbish	Wohnen	Nomen
müssen	must / to have to	Alltag	Verb
die Mütze	cap / beanie	Einkaufen	Nomen
nach	to / after / past	Alltag	Andere
der Nachbar	neighbor (male)	Alltag	Nomen
die Nachricht	message / news	Alltag	Nomen
der Name	name	Alltag	Nomen
nass	wet	Natur	Adjektiv
die Natur	nature	Natur	Nomen
natürlich	naturally / of course	Alltag	Andere
neben	next to / beside	Alltag	Andere
nebenan	next door	Alltag	Andere
neblig	foggy	Natur	Adjektiv
nehmen	to take	Alltag	Verb
nein	no	Alltag	Andere
